fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
9.817977649325474,0.7215542838792841,0.39493634938982747,2.51711601798341,0.1800172326268413,5.0,15.611985099550317,0.9988567791393704,3.251183501605676,0.6125393294797642,8.846217135517136,0,3
7.420543701175028,0.2330135925293757,0.26847054951968596,13.186517832446953,0.059157475891156636,39.650679626468786,198.79909383137496,0.9966506796264688,3.0739728149412486,0.4730135925293757,9.934932037353121,1,3
7.386976240143555,1.171542114815006,0.0021706266427409583,4.312948172639488,0.09634881200717771,4.913174934290362,14.0,0.9966642505486252,3.6200151174433914,0.5391317493429036,10.67829373357259,0,3
8.254352296673474,0.23,0.3610054587321793,4.515225693822167,0.04476357338509838,20.6983623803462,115.40218349287173,0.9945714738576884,3.20858660526137,0.4740218349287173,10.523096788272229,1,3
7.065228636497366,0.37930873528546455,0.403401766045534,4.444490695061302,0.022728949866900144,5.0,19.6803532091068,0.9916166319787041,3.289589403726796,0.36562630079859915,12.454210026619972,1,3
10.40564137051216,0.2698388179853669,0.39593552719414676,7.136037610455995,0.033601611820146336,16.195164539561006,112.24351914395095,0.9962738616532585,3.0375648085604907,0.4583707186336562,10.775648085604905,1,3
11.383026631312148,0.5546864403197506,0.6166053262624297,2.073432201598753,0.08683759098069789,14.339467373757035,47.18081114057321,1.0003515883713783,3.273505448274517,0.6224352307662309,9.162730026515888,0,3
4.489483841628981,0.21905277378280572,0.23347380609954776,4.688932944886847,0.041,70.31074774751178,163.83181866244394,0.9966507287974299,3.4350531597647067,0.4620007719638025,8.16211095131223,1,3
8.09472820524596,1.0576331623715738,0.01543840456102135,3.5938678061565925,0.08696503703533613,5.7719202280510675,11.684239315846797,0.9983908549290785,3.51421196579234,0.5014039885974466,10.93157606841532,0,3
7.07226903944936,0.23787955160091773,0.4272773096055064,5.111540783302522,0.030060224199541134,7.1204483990822665,111.96862775871517,0.9930811766552291,3.4027730960550637,0.4554453807889872,11.275910320183545,1,3
9.116237263208273,0.393317718662119,0.38109809888509916,5.1956806059155785,0.1033749658070561,26.99765779931785,55.00234220068215,0.9965227321684916,3.3255373384391387,0.6810512548714562,10.522430417838413,0,3
7.769925622826035,1.1171803024818938,0.008220569396134095,3.900625800664301,0.09165662989251284,5.411028469806705,12.766914590579885,0.9975535860499516,3.5683457295289944,0.5194485765096648,10.82330854094201,0,3
7.132027739426656,0.4256915401079646,0.2767625517740145,9.574765595513812,0.04168319003406543,16.64055478853312,63.277642148734245,0.9942364646353965,3.2512097087993297,0.42402080456999197,11.211750345160096,0,3
10.070076307213437,0.636493872299527,0.4460101742951249,2.4599167557671597,0.18820272856096532,4.800046246796022,15.800046246796022,0.9992680305228854,3.1839944503844775,0.6190025435737813,8.57995837788358,0,3
6.347394965511902,0.2212052827581631,0.34,11.479159724095222,0.04771500620675165,39.41368551721087,187.216566207194,0.9957245138275705,3.1753421379302718,0.46827371034421744,10.241368551721086,1,3
7.171061167692344,0.9484298732820895,0.0381564720512759,5.356537689487001,0.08555305838461723,3.473741117948964,14.0,0.9977294315727178,3.454480228564131,0.5247374111794897,10.31843527948724,0,3
8.968315309146316,0.5175734200304744,0.3426893375914565,4.804327477439617,0.06775579587804911,35.536321393292965,185.29211727134208,0.9970633693817074,3.183910358201211,0.4063369381707366,8.78531683018298,1,3
7.840465514684473,0.24351163786711183,0.24572478462125769,14.358799561827487,0.06493140082691151,40.17558189335559,198.09922414219255,0.9971755818933555,3.0529767242657764,0.4835116378671118,9.88244181066444,1,3
7.758091454810943,0.6133921477770518,0.41742743644328284,9.074483139217634,0.20905502074719468,53.133274848697496,241.2795473596489,0.9972534244792307,2.935632702149939,0.674367297850061,9.437032794824011,1,3
7.023682557121062,0.4310981548817139,0.31643926195268557,3.0830838877706697,0.055406543658780935,46.71214760946289,171.40654365878092,0.996833899060292,3.3105102681932648,0.40542429521892576,8.288130873175618,1,3
7.601854788512089,0.29675498992914706,0.3967284929504029,1.0003974546811616,0.03898410181275353,19.99470060425118,100.98675151062794,0.9912662250503542,3.25651651712045,0.3565695110779382,11.934569859008059,1,3
7.910801849489073,0.31140182175487985,0.25337494393685356,5.2209795399253425,0.051184829037141305,8.668747196842677,132.94911154781866,0.9961725877239552,3.11993758409472,0.5047767656917335,9.1573211883008,1,3
7.551368810388112,0.3237614067532343,0.3576140675323427,7.295014348064244,0.03611929662338287,16.752281350646854,77.2842202597028,0.9927220342441591,3.2249543729870633,0.3699087459741259,11.838526607791085,1,3
7.106590910863506,1.130449496564528,0.010964646425255417,1.9355303036211688,0.10465429304549652,5.548232321262771,10.644696963788313,0.9954398080783659,3.5274116160631386,0.5260934338904373,10.379179294800368,0,3
7.340174610473577,0.3612226993615651,0.35653566147298105,6.234206859086246,0.05133478842061315,36.3464338527019,193.145560800334,0.9957441047662842,3.1772052383142073,0.41519650779052847,9.438573541080759,1,3
7.388049727107022,0.706630836004563,0.0789666776400858,1.2336028415489726,0.2283567322186814,14.151843714806503,29.672056830979454,0.9945739084917267,3.2477538906697085,0.4713567322186814,9.766397158451028,0,3
7.636813629550237,1.14158416791579,0.005262525101116357,4.026342683202555,0.09357935868427437,5.263126255055818,13.210621234832546,0.9972104529117295,3.5905310617416273,0.5268436872472091,10.778937876516745,0,3
9.9197897714013,0.5798153570595103,0.4776517369788906,2.443007306141929,0.17557787980269468,5.0,16.411608767370314,0.9983160969125915,3.1805804383685157,0.5943272401612394,8.97625227431844,0,3
7.2733918400726205,0.5225109700136163,0.2720175520217862,3.8639622807806706,0.0896977406178828,121.90003268969696,290.05244609269255,0.9936787648205355,3.1598062739664132,0.450193726033587,10.588194379827526,1,3
6.415858033216534,0.25808570888959675,0.25382858222080645,3.4360015109129054,0.04604285444479838,273.20709833917334,417.7942231193225,0.9932175287899714,3.3883141400191126,0.615114215564758,10.54785727776008,1,3
8.485816848372199,0.26898266269760784,0.2159096465115841,16.067623918140516,0.07801855962787718,40.810891311629305,197.7091575813901,0.9980070915758139,3.0164542120930498,0.5056732606511207,9.783452989767564,1,3
6.771605699911347,0.6275294551640085,0.15605082983155893,2.802479798758855,0.0579504040248229,5.641971500443266,14.506199496897139,0.9943888717519948,3.4640731601063837,0.5369125901152492,10.898775523825345,0,3
10.360709403608878,0.4371213758790635,0.4821418807217756,1.8249658252621466,0.13595632788247128,5.0,22.679401386490728,0.9972390171984883,3.053915389743971,0.49248291263107324,8.871487156693464,0,3
7.435990776185779,0.753348706357035,0.1950568279314976,1.692027671442663,0.04876083014327989,13.20046119071105,52.62642069828744,0.9950146713830862,3.192141327305658,0.5454669741271407,10.01731181110015,0,3
6.79277883844639,0.7866739160533371,0.026958412883479263,2.7045936748523043,0.0789277883844639,5.304158711652073,12.463894192231951,0.9964824499599212,3.5152079355826036,0.6044858194272427,10.007986774028993,0,3
8.013641006141727,0.5265456402456692,0.29918222053228305,10.253223755480278,0.053090940040944855,78.89056554551212,343.43654624157466,0.9970900238315276,3.118181199181103,0.5283644410645661,11.0,1,3
10.359447633518618,0.4315695874819161,0.4818895267037234,1.8161334346303213,0.1338996426353462,5.0,22.89390230183506,0.9971696198435239,3.050508610500267,0.4880667173151606,8.886628397776592,0,3
8.739330634235259,0.7433567824023202,0.2685774178980345,3.9116393081069907,0.140618489345382,3.9935337177183388,14.99353371771834,0.998735732253694,3.2807759538737993,0.5746443544745087,9.305819654053495,0,3
8.479235384365309,0.26,0.21158788237206463,16.186564072236376,0.07382899728300842,41.012214479785115,196.57249320752106,0.9979883962442041,3.0226871855527246,0.5002442895957022,9.808550135849579,1,3
7.14093192576702,0.9172963232925873,0.043178012372163344,5.502162358792737,0.084046596288351,3.2728795051134663,14.0,0.997878069166216,3.4313811430880485,0.5227287950511347,10.268219876278366,0,3
7.103687920261872,0.29256300986428346,0.27353409905476467,3.4110637607856154,0.052390289108095185,12.8776871352385,126.98832474309465,0.9945196071269999,3.2101167525690535,0.4786601187833316,9.679225347309572,1,3
8.559568123189571,0.43274755724975533,0.2933953724653991,15.81280719926779,0.06387341905777297,37.723753224573606,297.96796880632246,0.999250930586981,3.031913624637914,0.577438560146442,10.51481747827485,1,3
6.772060654626455,0.2857440308059508,0.32563992298512295,4.128980423581823,0.04272320924178524,6.715401155223155,123.29500962685964,0.9938731017328347,3.3069978498209895,0.47002602695520695,10.213318998806598,1,3
7.241201117170911,1.074093575210986,0.03587988828290881,4.683351956369435,0.09753212288880031,3.5648044686836475,12.587988828290882,0.9971424245819851,3.4282402234341824,0.48611173187898116,10.397681564039276,0,3
8.276306473643025,0.7427224955612268,0.20299214012591604,1.5075638486756304,0.20764017720560335,14.154616907946217,34.536149276161346,0.9965830638384345,3.298470530592706,0.5284538309205378,9.553948921059495,0,3
7.407869605668031,1.183557238960861,0.0001748801259562338,4.24256759464686,0.09688632791812846,5.008744006297812,13.973767981106565,0.996620286094611,3.6286883990553283,0.5395627996851095,10.702623201889343,0,3
7.274321142109175,0.8952597689602774,0.08466645815261381,3.2427091761417146,0.05804693134255512,19.4864228421835,51.18270292072013,0.9966198791303287,3.3010123997382115,0.5307408565818813,9.931109721017425,0,3
7.368767105184751,1.1527260086909086,0.005205482469208317,4.400958991607041,0.09543835525923751,4.7917807012316675,14.0,0.9967540822810886,3.6060547806416414,0.5379178070123167,10.647945175307916,0,3
7.648095064584133,1.1395159048262424,0.005513223657425178,4.01568799455943,0.09341640462267364,5.275661182871259,13.173016451386223,0.9972395339442613,3.5886508225693112,0.5262169408564371,10.782698354861378,0,3
6.858903549388463,0.38550975651718,0.39059356995923095,9.963774391292949,0.12658745584769895,35.89193458503205,211.96194015783337,0.9963913231738788,3.0261644675917307,0.5664839248980773,9.678386917006408,1,3
9.550101933664601,0.5880467599422952,0.3185605533728718,1.6644963999358835,0.1219705040089763,30.161750668162718,48.27416066655981,0.9979718159534691,3.3608087533408133,0.7750101933664602,9.845167866688039,0,3
6.915883873797798,0.4285183939596585,0.3722032208538547,4.687361305887885,0.026765162139339195,4.841161262022027,18.602903155055067,0.9920225794479476,3.317147743209009,0.381912905348348,12.409393514426432,0,3
7.565540573748935,0.9337445452179275,0.0816935523506793,2.048605050242142,0.06819529296610016,21.199215494350028,48.91434175040357,0.9971587859769875,3.31599607747175,0.5765540573748935,9.717131649919285,0,3
8.023236501343526,0.49058091253358815,0.4006846463474057,1.3058091253358817,0.03823236501343527,5.529045626679409,55.94190874664118,0.9934318671927677,3.0711618250671764,0.5431742737600764,10.251867224529766,0,3
8.402289911462537,0.23520331688203142,0.2784879605168754,7.847651095956274,0.03776746929887497,112.48796051687543,198.21476643934412,0.9945121712614259,2.999771008853746,0.3915120394831246,10.424398025843772,1,3
7.502988531365343,0.6416857810577603,0.2665211001230333,1.4910344059039686,0.04273103217711906,9.850573431732812,54.41302750307583,0.9940119383138987,3.1340766061500354,0.5432337156211553,10.173639906519135,0,3
8.033358994432529,0.4706702592205542,0.3477334359777301,14.178728766526723,0.0533734975643682,36.06664100556747,328.98836543143346,0.9989440523486424,3.062665640222699,0.5869352835768723,10.79600923799571,1,3
7.271487809245393,0.2529000738833613,0.26419985223327747,4.887979312658849,0.04345003694168063,230.42560953773034,357.64085704699056,0.9934275470077238,3.248301994850754,0.5477009604836963,10.677498152915968,1,3
4.380501991139843,0.2181240729235742,0.23763662270207028,5.794238427460933,0.04231905301217578,62.47267545958594,157.34711921373048,0.9968918020532668,3.407503708305703,0.4455539074196875,8.173559606865233,1,3
8.10146143545233,0.24480940209091728,0.2755717937272481,5.157465546812479,0.03892376083636692,121.35482884999549,211.84752167273385,0.9944068931986372,3.212611135909624,0.5002350522729324,10.230495665453233,1,3
8.218864923689344,1.0101961782791289,0.022028376907766448,3.5555088962620944,0.08386477487281557,5.7971623092233555,11.202837690776645,0.9988632054465826,3.4745909949126226,0.49202837690776646,10.945909949126229,0,3
7.399465238266457,0.5019786095306583,0.245953653983093,4.705169319007,0.04899643492177638,124.33957236828213,319.2789660384807,0.9939372548897678,3.2000713015644724,0.42190730796618603,11.0,1,3
8.628750129695572,0.23065151672358267,0.30168560409552164,8.733712081910433,0.03793484832764173,103.90076095570276,206.36401542662696,0.994195397686006,2.956090899658504,0.394022724914626,10.78965912628061,1,3
7.789982128093234,0.5175992851237294,0.2797984511014136,8.232838557108881,0.051599880853954894,95.44132252110067,334.6392970383339,0.9959419082575452,3.148002382920902,0.48959690220282726,11.0,1,3
7.276015817512292,0.9008521977905624,0.08237864635840628,3.1672961207030212,0.05824181901391354,19.52031635024583,51.03865551145521,0.9966482649433309,3.301605536129302,0.5320118631342188,9.915857642389375,0,3
8.021929208334821,0.5898159030354402,0.16408763654781872,1.2698245261905612,0.18670179488085467,12.159651059519135,30.396490523811224,0.9944272106689283,3.1698772686902936,0.4297017948808547,9.730175473809439,0,3
7.526366229241068,0.5699436679827004,0.3479098687723205,6.583436964341483,0.15199268395061305,86.00929122642344,264.5968981826175,0.9955444509406528,3.042805618976006,0.5671943810239941,9.987380205552462,1,3
6.835133249376925,0.510003488652689,0.27675317381615727,3.691865491276948,0.04016269017446103,5.324333753115376,16.72966372819237,0.9929595018890193,3.38784010074769,0.45432677580999764,11.740515554244254,0,3
6.833200765223279,0.7982952200016927,0.02999005739174594,3.0987074609269722,0.07933200765223279,5.000994260825406,12.666003826116397,0.996692643979161,3.50004971304127,0.5933697895635982,10.033250478264549,0,3
6.938127823836923,0.2935589564158552,0.306102608960362,4.2364356507180085,0.04506768692475656,7.008460865594571,125.73717387995475,0.9943126912983918,3.268900087472706,0.4768640868638733,9.959333916484706,1,3
11.764836167327005,0.23005860638778833,0.38035163832672997,11.055459145280873,0.03397069680610584,14.941393612211675,122.91795105709635,0.9996507706342579,2.9335163832672997,0.5492967233465401,9.711721277557665,1,3
8.80434472913556,0.25323678379698755,0.2370528648120497,13.596161761840214,0.061488050024427005,69.06734724250157,200.71976891165684,0.99663044871889,2.9794207027819253,0.4594207027819254,10.205792972180745,1,3
7.178891708685013,0.8334378168091698,0.17688663305199004,4.404775803920491,0.06383375630275187,5.0,16.211082913149877,0.9943446954285872,3.488490693558408,0.46482318095290426,11.540211506996952,0,3
7.504024234641131,0.5061609693856453,0.255015433668898,5.649685586258215,0.04969349489760754,116.60220663655632,323.3916198958845,0.9944739910711577,3.186130102047849,0.440030867337796,11.0,1,3
7.472164489826975,0.5597808418425577,0.33164934694809234,6.000768265639976,0.13864550561989247,93.699163005798,270.0509482111607,0.9951447131124739,3.0678739234550245,0.5421260765449757,10.116109336660935,1,3
6.75790036017945,0.2563914594439529,0.34,14.763202881435603,0.058857295490585076,41.75943062959686,164.34555136143064,0.9969267081976684,3.233985765739922,0.5151886125919372,10.475943062959686,1,3
7.112134268580238,0.44741059898628033,0.4074756179053492,10.1185264974657,0.15514625362321569,35.18851592061045,215.61971721282566,0.9968555794923971,2.9881798597129645,0.6086890447633729,9.53770318412209,1,3
6.716949886197848,0.7648730922818813,0.021271241464838594,1.965261390429017,0.07816949886197848,5.87287585351614,12.08474943098924,0.9960881394082288,3.543643792675807,0.6253387812955918,9.960593678873654,0,3
9.75137911327666,0.6362954413536489,0.40760761709189997,2.0474091172927023,0.17861304103236553,5.17530294235766,15.298788230569361,0.9988039699959839,3.2283681475194874,0.63,8.671719560654372,0,3
7.321004401738599,1.3258040104729458,0.006199902183586686,2.0070014672461998,0.11871028855841928,5.309995109179335,9.929985327538002,0.9951443939353823,3.5154997554589666,0.4712988751112469,10.605504646279632,0,3
10.561213795256775,0.25238281235021315,0.5081774008452207,1.5607469509272451,0.044434546480385084,6.004668443295282,35.81307164122679,0.9952864424517475,2.9623361279172604,0.3382707697111264,9.479439786804566,0,3
8.961065821866551,0.6906530503845361,0.2482562432550401,1.7785033893161513,0.10600952549573882,27.501587582623138,48.464172315526916,0.9977305011592807,3.347507937913116,0.7161065821866552,9.807165536894615,0,3
8.0583088758832,0.32129911953179524,0.4219335289929344,1.377189656669791,0.03261329420141312,16.743206154592645,97.25679384540736,0.9911193352899293,3.2319032283834175,0.33063440946113914,12.332326485247297,1,3
6.734369408361085,0.28397032509934517,0.330074187251637,4.1045919701159965,0.04219109752980356,6.648887191225445,122.74072659354538,0.9937733307868382,3.315644665140692,0.46847403446192704,10.270964434271281,1,3
6.9194530039942785,0.9599460703058983,0.015123266577904922,1.8731510013314263,0.09238636359518049,5.756163328895246,11.268489986685738,0.9956976425278301,3.537808166444762,0.5739175656459066,10.181644837549516,0,3
8.794557554227623,0.8409713903044072,0.26201862978577906,2.1347571524238984,0.06551842981510676,16.52428475761018,48.304856951522034,0.9983533932158961,3.2891457085456612,0.5569514304847797,9.456699933032713,0,3
7.810529653076692,0.23664911724487217,0.4198947034692331,6.046670893897143,0.030675441377563912,8.35088275512782,113.69123585717895,0.9941147415143073,3.3289470346923307,0.47021059306153384,11.029823448974435,1,3
7.361365011763081,0.8777249803948646,0.11545601254728666,1.9159049647107564,0.05547714894132269,16.93174941184594,50.63640031368217,0.9961315703239458,3.2568169898053294,0.5479544996078973,9.84318502744719,0,3
7.376202293115069,0.3141742255583562,0.25456443610410945,4.519895601427398,0.05125226766750686,7.781533458438358,132.1794454869863,0.9954723001876575,3.1684006504030133,0.4949024473635617,9.289337669353422,1,3
8.181570498226545,0.6282678959072273,0.4412286334515637,8.488221263300918,0.20223370942972926,33.234642081855455,216.4411063165046,0.9979480368772168,2.954471149467963,0.6555288505320367,8.959214750886728,1,3
8.37917909897117,0.6200342042095346,0.42805472673525535,7.0061567577162265,0.17292176698594314,33.39931591580931,209.03078378858112,0.997701026126286,3.013753729691351,0.5962462703086491,8.860410450514415,1,3
8.19330879066871,1.1053529674650338,0.01695167973339165,3.201859182670457,0.09207804870651212,5.847583986669583,10.695167973339165,0.9982859493845455,3.4830483202666085,0.47628255880026243,10.984758398666958,0,3
6.826307742445687,0.8101518588921519,0.0035327539855636303,1.201503299568325,0.2652712054964263,15.917318523742127,29.0300659913665,0.9947039116367483,3.316767905928101,0.5082712054964263,9.798496700431675,0,3
5.9824975801892615,0.2465699128868134,0.4385400193584859,3.328452274622094,0.02929199612830282,5.948987416984162,108.05101258301583,0.9912854001935848,3.505910319415017,0.4219701064716725,11.751099322452992,1,3
7.4360685915511056,0.8796111461270545,0.02,2.5360685915511048,0.08076025721831664,6.0,11.539957130280559,0.9973433251795808,3.517796999119639,0.5655939982392784,10.433045013205412,0,3
6.973763376185937,0.32002734813695993,0.35895600467482947,14.389149824693895,0.08906587383473849,40.57829964938779,172.26783586553262,0.9972474583820294,3.1815523189192763,0.5547526752371873,10.27884661212699,1,3
7.456287393181612,0.719521011363979,0.21670655272705353,1.631137820455162,0.046934134613654865,12.185630340919367,53.16766381817634,0.9947108986820485,3.174550925909269,0.5447904202272796,10.064670584090429,0,3
5.384812807205243,0.2056462146799586,0.2985944256803036,7.843777027212143,0.041,47.786772111928244,184.43777027212144,0.9957076589065548,3.2453960073592274,0.44,9.309529944805796,1,3
8.157400908614374,0.9968276476498357,0.02,3.257400908614373,0.0834652534073039,6.0,11.089124432116016,0.9986597566582213,3.486238710248121,0.5024774204962423,10.906419346278183,0,3
7.786067883043297,0.30552704204968084,0.40286892943477653,1.0398716892235635,0.03740513243105746,19.468377477019153,99.67094369254788,0.9912223647897516,3.241604028515543,0.3469202537453511,12.057378588695531,1,3
4.53205505745161,0.22074710676358555,0.24404848319987585,6.377134836352348,0.04342655618906946,61.190303360024835,157.63856741817617,0.9969017112922179,3.3970115729456576,0.4502170786908188,8.319283709088086,1,3
7.760854104202023,0.6139101445378793,0.41825623126060685,9.104181620171744,0.20973532315974808,52.74132396633803,241.00155576467148,0.9972737990184899,2.9343549768065644,0.6756450231934354,9.430471502520195,1,3
9.637098306846351,0.5620461792874849,0.47038252789033475,2.644929780824035,0.1612009996053287,5.0,16.653915736988843,0.997678021892596,3.192695786849442,0.5733273027943003,9.315482031784379,0,3
7.29513401383694,0.26,0.30213681070658693,15.420380832482726,0.06407757423159832,41.70874469774298,172.19393557899582,0.9973266925371441,3.1759238335034548,0.5141748939548595,10.296121288420084,1,3
8.509599048688095,0.5373438668163333,0.34963839619475234,15.33122969782519,0.056421433911603806,35.590400951311906,360.5154570231519,0.9999155820593237,3.0436160380524764,0.6231295277002952,10.967455657527713,1,3
4.775943876296124,0.21045307466082008,0.26334411915398614,6.433764766159445,0.041,56.11866274542146,170.33764766159447,0.9963101186908228,3.335124060335308,0.44,8.63656954748519,1,3
10.668615949383376,0.25368013129197586,0.343164240212482,9.389768295579522,0.03899913882830602,13.1582120106241,125.89423826901927,0.9986738609773478,2.985253639681277,0.5368443715044579,9.542132458053494,1,3
7.08006820373576,0.6763084439398577,0.2559454370113924,4.473952257384968,0.04901023056036394,5.0,17.199317962642404,0.9933366956781048,3.425243650390886,0.43122318927015824,11.915740825804113,0,3
6.647414351941697,0.24561786266180807,0.2670114197411071,2.2467598367725166,0.041,111.44475888551099,214.6853587985424,0.9949087642746763,3.514066473826826,0.6133478781148707,9.461349922734687,1,3
10.210873469093189,0.6462492517571389,0.45910933328522074,2.235540680483215,0.19350665577219947,5.0,15.873915646062125,0.999223481904487,3.189629823175401,0.6243262040727957,8.544997007028556,0,3
6.915494398219059,0.28015779833588617,0.4310760448142475,2.451435265674084,0.030784791037150497,10.800570870739108,103.19942912926089,0.9912107604481425,3.382754739435084,0.38091824647836137,12.012338431501336,1,3
9.452874636960127,0.6049831277553327,0.30695600505653126,1.6833145863948142,0.11933595790472601,29.72265965078767,48.30552431065802,0.9979319841254642,3.3586132982539385,0.7652874636960127,9.838895137868395,0,3
8.013057489270851,0.39075462073142914,0.24778870619519983,4.580379860982842,0.04303018482925716,137.5679158658286,268.0003390511088,0.9930153213514651,3.105026284194744,0.37396981517074285,11.0,1,3
7.415524064807737,0.8762726605312573,0.02,2.515524064807737,0.08068321524302902,6.0,11.552797459495164,0.9973058314182741,3.5186958221646614,0.567391644329323,10.419562667530077,0,3
6.040237733344247,0.23399405666639383,0.38594650999754443,1.8183358665902716,0.04221307533393358,16.411292333851726,110.20118866672124,0.9914801783000082,3.4339049066623013,0.43,11.279583966647568,1,3
7.835888515073153,1.105087105569922,0.009686411446070044,3.838327513542023,0.09070383256005447,5.484320572303503,12.547038283089494,0.9977236237277441,3.5573519141544745,0.5157839713848249,10.84529617169105,0,3
10.01787190625046,0.22199217727670084,0.43211422741077615,1.3838783946428834,0.055539846160684025,5.886688294641409,32.67756789285767,0.9939652925016963,2.9246614515178004,0.2985398461606841,9.616121605357117,0,3
9.636942976495071,0.27527328653847527,0.30957488760681623,7.830262638887897,0.043557693824789225,11.478744380340812,128.53340168803587,0.9977381575833327,3.035637668589776,0.5248481741452915,9.398178089743498,1,3
10.399215801482331,0.6065495265222576,0.48984316029646624,2.094510610376319,0.1987217564162,5.0,16.133313748003683,0.9993568690815282,3.157882664002295,0.6272553051881594,8.409410382212025,0,3
7.7605826309902035,0.8997694771823517,0.10497276563431457,2.0108549746470574,0.07348030354941196,22.080050591568657,48.851424957745095,0.9972386903036637,3.3204002529578434,0.5960582630990203,9.729715008450981,0,3
7.162553154307201,0.9396382594507742,0.03957447428213321,5.397659754181864,0.08512765771536004,3.4170210287146716,14.0,0.9977714044387511,3.4479574183021873,0.5241702102871467,10.304255257178667,0,3
9.240368993681008,0.2573511963390209,0.2851416650250741,8.048868895185455,0.037694047853560834,125.56160767051188,214.90577614293034,0.9938424225826981,2.9235976270210684,0.37930595214643914,11.0,1,3
8.065465591541905,0.4916366397885476,0.40374625538678804,1.316366397885476,0.03865465591541904,5.58183198942738,55.836336021145236,0.9935188591185763,3.073273279577095,0.5434909919365644,10.237087042960333,0,3
7.457181049431711,0.7465436406841968,0.07667112243369956,1.2547650874526424,0.2447288644359254,19.285905247158553,32.46845553866736,0.9953690065523468,3.330953017490528,0.573892602028083,9.818255029150881,0,3
7.9574390358710785,1.0828028434236356,0.012387534130468399,3.723529799455093,0.08894810281519555,5.61937670652342,12.14186988042974,0.9980369539591344,3.537093494021487,0.509031164673829,10.885813011957026,0,3
6.714582024311548,0.2526784592267042,0.34,14.41665619449239,0.057681512088456316,41.51189728178028,166.7590015026423,0.9967998473569124,3.227797432044507,0.5102379456356055,10.451189728178027,1,3
6.91110929582808,0.7943052605720629,0.02,2.0111092958280796,0.0787916598593553,6.0,11.86805669010745,0.9963852744648862,3.5407639683075214,0.611527936615043,10.088540475387177,0,3
9.75955382038815,0.6614297689688304,0.4046071760517533,2.798668559576564,0.1770991972138793,4.611850800235242,15.611850800235242,0.9991438215281552,3.206577903971771,0.6086517940129383,8.749334279788282,0,3
7.597130876120364,0.25055136963381774,0.21419939127385876,13.869337843008381,0.06707100439813302,45.82929996493759,188.60121745228247,0.9977648340886639,3.1039878254771756,0.4874018261784237,9.42205478535271,1,3
9.485962582705877,0.7851905049813734,0.34070722184196,2.755060149060788,0.1686180486729018,5.0,15.390641721803918,0.9985468984105255,3.303199195376079,0.6025788774811763,9.100762019925494,0,3
8.202896860338498,0.3291908071694875,0.41190807169487476,1.9470549380548339,0.03340459641525626,17.838161433897497,93.57242150846244,0.9913103901359333,3.20323677132205,0.32647354264410017,12.327172645253873,1,3
9.070165410074967,0.7167897473727678,0.3126887213433289,3.5507286435545815,0.15244833890571097,4.1940396424696775,15.194039642469678,0.9988680661640299,3.256715242903639,0.5856721803358322,9.12536432177729,0,3
8.339713227520237,0.5395885291008096,0.32744181305175385,13.198742821932807,0.05526475485013491,54.76122116350246,356.262053615796,0.9987638612346038,3.074704902997302,0.5848836261035077,11.0,1,3
8.774544019987784,0.25389902177804924,0.23440391288780305,13.851123384548956,0.06271319028939108,66.31905962109568,200.35553802207292,0.996764551910055,2.9833941306682954,0.4633941306682954,10.166058693317046,1,3
6.969219945307557,0.557858367370826,0.2788650957117751,4.980709699191564,0.04276598359226713,4.307800546924429,17.269501367311072,0.9937773362006187,3.3411489753884007,0.42191495898066783,11.769360656309313,0,3
6.143901638452153,0.21073151162163745,0.34292677589681025,9.526828779054094,0.04595112922543729,37.87805100429957,201.6341347776422,0.9950804863371623,3.1334147542321773,0.4473169397420255,10.075610200859915,1,3
6.864097207734534,0.5425868671282339,0.2563888309381328,3.3793050629741286,0.10996184105039367,8.949307149201347,22.59027922654668,0.9926524796317215,3.313590279226547,0.4202639091716535,11.59472181656693,0,3
7.4390699709163,0.7484302113628853,0.0745581632735684,1.2532558309096917,0.24534262876339205,19.1953498545815,32.37286929094714,0.9953508451652799,3.330651166181938,0.5721318027279736,9.817751943636564,0,3
7.560242598177445,0.5462623363709243,0.32759210472260847,1.3192722054676636,0.03757816616402991,6.987870091127727,55.939802618065215,0.9931550357806109,3.0844564149128804,0.5413252467274186,10.307232729080706,0,3
8.686043446817868,0.5361856480863227,0.3744805792909049,2.690085590046282,0.06255036205681556,34.55194207090951,184.62172483682016,0.9965516260680908,3.217581303404536,0.38827913106364265,8.720776828363803,1,3
8.569518528537944,0.2584551438102679,0.21617942475892843,15.605230366953137,0.07114201604899559,47.411153187388265,197.84967090435265,0.9976871666215792,3.010730862861607,0.49073086286160733,9.892691371383927,1,3
7.3564690405905315,1.2366213472326502,0.024353095940946798,3.853422907748169,0.11021159446495854,4.025876162362128,11.43530959409468,0.9963770455704788,3.4512938081181064,0.45844743025827234,10.559056656826744,0,3
8.494381756827249,0.33843676556225566,0.2624377056425684,5.940644095381353,0.04093747062249022,132.859308900603,247.17783269377776,0.993339692053514,3.033874001164668,0.3760625293775098,11.0,1,3
10.3764809800903,0.506516312397318,0.4852961960180599,1.9353668606320968,0.16166399754718827,5.0,19.998233384649076,0.9981064539049664,3.096498646243809,0.5476834303160485,8.682228238916405,0,3
